tier	pair	hidden_mixed_pair	chr	region_start	region_end	SUPERGNOVA_rho	SUPERGNOVA_q	PLACO_locus_id	lead_SNP	lead_BP	PLACO_P	PLACO_q	beta_ocular	beta_systemic	effect_product	directional_status	N_independent_loci_in_region	fine_mapping_readiness	LD_reference_status	Finnish_LD_flag
TIER A2	POAG-CAD	False	10	99554895	100240681	-0.0001791143295676	0.0261742807478925	POAG-CAD|chr10|rs10883050	rs10883050	99943568.0	1.42988e-06	0.0048314412609813	0.0448	-0.02570668	-0.001151659264	DIRECTION_CONCORDANT	1	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER A2	POAG-CAD	False	16	74730819	75517115	-0.0002679344383509	0.0205537196823386	POAG-CAD|chr16|rs999675	rs999675	75306402.0	1.04254e-10	1.844456266548332e-06	-0.0555	0.03829592	-0.00212542356	DIRECTION_CONCORDANT	1	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER A2	POAG-CAD	False	17	1481897	2613925	-0.0006007450401361	2.4452296337214182e-09	POAG-CAD|chr17|rs7217226	rs7217226	2136065.0	2.45846e-12	8.350040024510879e-08	0.0547	-0.04127245	-0.002257603015	DIRECTION_CONCORDANT	2	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER A2	POAG-CAD	False	17	1481897	2613925	-0.0006007450401361	2.4452296337214182e-09	POAG-CAD|chr17|rs9894634	rs9894634	1967501.0	3.96091e-07	0.001678959504337	-0.0403	0.029322	-0.0011816766000000002	DIRECTION_CONCORDANT	2	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER A2	POAG-CKD	True	4	142808503	145021868	-0.0003252435019551	0.0472529339623195	POAG-CKD|chr4|rs11100780	rs11100780	144104906.0	6.40634e-06	0.0146800774030961	0.056	-0.0267	-0.0014952000000000001	DIRECTION_CONCORDANT	1	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER A2	POAG-STROKE	False	4	142808503	145021868	-0.0003809013220984	0.0017427772635334	POAG-STROKE|chr4|rs7670439	rs7670439	144080267.0	1.30671e-08	0.0001026431939136	-0.0564	0.0319	-0.0017991599999999997	DIRECTION_CONCORDANT	1	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER A2	POAG-T2D	False	9	125545194	126926376	-0.0003856203292119	0.0266809122382042	POAG-T2D|chr9|rs10818834	rs10818834	126317324.0	2.83581e-06	0.0081900176782556	0.0557	-0.0289	-0.00160973	DIRECTION_CONCORDANT	1	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER A2	POAG-T2D	False	16	60291	596605	-0.000228479108544	0.0205537196823386	POAG-T2D|chr16|rs10903013	rs10903013	312253.0	1.54377e-05	0.0271532966519802	-0.0342	0.0564	-0.00192888	DIRECTION_CONCORDANT	1	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER C2	AMD-CAD	True	12	110112932	113027651	0.0006148989548753	0.0010233564042257	AMD-CAD|chr12|rs848132	rs848132	111989979.0	1.38907e-13	7.865723671837033e-09	-0.107395	-0.04720425	0.00506950042875	DIRECTION_CONCORDANT	4	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER C2	AMD-CAD	True	12	110112932	113027651	0.0006148989548753	0.0010233564042257	AMD-CAD|chr12|rs7311681	rs7311681	112817847.0	2.52735e-09	2.6384576067646026e-05	-0.104678	-0.03570524	0.00373755311272	DIRECTION_CONCORDANT	4	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER C2	AMD-CAD	True	12	110112932	113027651	0.0006148989548753	0.0010233564042257	AMD-CAD|chr12|rs4766453	rs4766453	111692124.0	7.19931e-06	0.0158576190123231	-0.0591827	-0.03134834	0.001855279401718	DIRECTION_CONCORDANT	4	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER C2	AMD-CAD	True	12	110112932	113027651	0.0006148989548753	0.0010233564042257	AMD-CAD|chr12|rs12828640	rs12828640	111361298.0	1.3988e-05	0.0253735745772058	-0.0407483	-0.03052014	0.001243643820762	DIRECTION_CONCORDANT	4	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER C2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	0.0044438131494795	AMD-CAD|chr16|rs7202877	rs7202877	75247245.0	4.12431e-16	6.916022967885695e-11	-0.198139	-0.05863281	0.01161744634059	DIRECTION_CONCORDANT	2	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER C2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	0.0044438131494795	AMD-CAD|chr16|rs4888432	rs4888432	75510973.0	3.6501e-06	0.0098301869830784	0.0443987	0.03052072	0.001355080291064	DIRECTION_CONCORDANT	2	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER C2	AMD-CKD	True	12	110112932	113027651	0.0004688619412696	0.0196335024289898	AMD-CKD|chr12|rs653178	rs653178	112007756.0	3.17359e-07	0.0013954989325746	-0.0679116	-0.039	0.0026485524	DIRECTION_CONCORDANT	1	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER C2	AMD-STROKE	True	12	110112932	113027651	0.0006560101076822	0.0196335024289898	AMD-STROKE|chr12|rs653178	rs653178	112007756.0	9.41041e-13	3.75461080255496e-08	-0.0679116	-0.0568	0.0038573788800000002	DIRECTION_CONCORDANT	3	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER C2	AMD-STROKE	True	12	110112932	113027651	0.0006560101076822	0.0196335024289898	AMD-STROKE|chr12|rs7311681	rs7311681	112817847.0	8.71363e-09	7.294824470720389e-05	-0.104678	-0.0438	0.0045848964	DIRECTION_CONCORDANT	3	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER C2	AMD-STROKE	True	12	110112932	113027651	0.0006560101076822	0.0196335024289898	AMD-STROKE|chr12|rs4378452	rs4378452	111504033.0	1.07629e-05	0.0210786591226504	0.0414411	0.0464	0.00192286704	DIRECTION_CONCORDANT	3	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER C2	AMD-T2D	True	4	103388441	104802530	0.0004845007260895	0.0028273431483929	AMD-T2D|chr4|rs11734396	rs11734396	104022110.0	3.00039e-07	0.0013355791363468	-0.0832795	-0.0405	0.0033728197500000005	DIRECTION_CONCORDANT	1	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER C2	AMD-T2D	True	5	73508509	75240469	0.0005999634302436	0.0264300987291456	AMD-T2D|chr5|rs34358	rs34358	74965122.0	5.44313e-09	4.997101152964296e-05	0.0662086	0.0463	0.0030654581800000002	DIRECTION_CONCORDANT	1	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER C2	AMD-T2D	True	7	104158491	105425027	0.0005962144578605	0.0268116779227324	AMD-T2D|chr7|rs7776707	rs7776707	104605530.0	5.91758e-08	0.0003555739790543	0.115597	0.0231	0.0026702907	DIRECTION_CONCORDANT	2	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER C2	AMD-T2D	True	7	104158491	105425027	0.0005962144578605	0.0268116779227324	AMD-T2D|chr7|rs4460308	rs4460308	104420060.0	6.93265e-06	0.0154556220441765	0.0643744	0.0287	0.0018475452799999999	DIRECTION_CONCORDANT	2	CONDITIONAL	EUR_REFERENCE_AVAILABLE_ORGANIZATIONAL_ONLY	NO
TIER C2	CAT-AD	True	2	26894589	28597305	0.0001155461760498	0.0472529339623195	CAT-AD|chr2|rs10209020	rs10209020	27980944.0	2.1964e-05	0.0347385880298751	0.0276411	0.0306	0.0008458176599999999	DIRECTION_CONCORDANT	1	CONDITIONAL	FINNISH_LD_REQUIRED	FINNISH_LD_SENSITIVITY_REQUIRED
TIER C2	CAT-AD	True	2	202830132	204814896	0.0001276638548397	0.0472529339623195	CAT-AD|chr2|rs140750546	rs140750546	203863736.0	4.11609e-07	0.0017347799071054	-0.0378571	-0.0606	0.00229414026	DIRECTION_CONCORDANT	1	CONDITIONAL	FINNISH_LD_REQUIRED	FINNISH_LD_SENSITIVITY_REQUIRED
TIER C2	CAT-CAD	False	1	175385076	176416712	0.000104141607862	0.0110084032525461	CAT-CAD|chr1|rs2938154	rs2938154	176385265.0	1.28889e-06	0.0044358007578444	0.0312359	0.01898643	0.000593058228837	DIRECTION_CONCORDANT	1	CONDITIONAL	FINNISH_LD_REQUIRED	FINNISH_LD_SENSITIVITY_REQUIRED
TIER C2	CAT-CAD	False	11	110702636	111981853	0.0001328932334462	0.0004989598572819	CAT-CAD|chr11|rs10502145	rs10502145	111525069.0	5.08732e-07	0.0020750817133081	-0.0332917	-0.01960138	0.000652563262546	DIRECTION_CONCORDANT	1	CONDITIONAL	FINNISH_LD_REQUIRED	FINNISH_LD_SENSITIVITY_REQUIRED
TIER C2	CAT-CAD	False	16	74730819	75517115	0.0001129640486781	0.0237098987773341	CAT-CAD|chr16|rs3851734	rs3851734	75371920.0	1.21225e-06	0.0042142540287784	0.0139965	0.04327552	0.00060570581568	DIRECTION_CONCORDANT	1	CONDITIONAL	FINNISH_LD_REQUIRED	FINNISH_LD_SENSITIVITY_REQUIRED
TIER C2	CAT-STROKE	True	17	17299591	18446092	0.0001787233093715	0.0196335024289898	CAT-STROKE|chr17|rs11870660	rs11870660	17877096.0	3.95962e-09	3.8640784692281526e-05	0.0345989	0.0327	0.0011313840300000001	DIRECTION_CONCORDANT	1	CONDITIONAL	FINNISH_LD_REQUIRED	FINNISH_LD_SENSITIVITY_REQUIRED
TIER C2	CAT-T2D	False	4	5971634	7135912	0.0003972937806551	2.0594244705074573e-05	CAT-T2D|chr4|rs62283057	rs62283057	6276805.0	2.36815e-09	2.499499601857064e-05	-0.0275215	-0.0732	0.0020145738000000002	DIRECTION_CONCORDANT	2	CONDITIONAL	FINNISH_LD_REQUIRED	FINNISH_LD_SENSITIVITY_REQUIRED
TIER C2	CAT-T2D	False	4	5971634	7135912	0.0003972937806551	2.0594244705074573e-05	CAT-T2D|chr4|rs2269920	rs2269920	6323454.0	2.17402e-06	0.0067366622844453	0.0160157	0.0555	0.0008888713500000001	DIRECTION_CONCORDANT	2	CONDITIONAL	FINNISH_LD_REQUIRED	FINNISH_LD_SENSITIVITY_REQUIRED
TIER C2	CAT-T2D	False	4	103388441	104802530	0.0001431518936158	0.0472529339623195	CAT-T2D|chr4|rs228631	rs228631	103573863.0	2.08422e-07	0.0009929572118335	0.0290655	0.0295	0.00085743225	DIRECTION_CONCORDANT	1	CONDITIONAL	FINNISH_LD_REQUIRED	FINNISH_LD_SENSITIVITY_REQUIRED
TIER C2	CAT-T2D	False	17	17299591	18446092	0.0002213939581042	0.0008228868786915	CAT-T2D|chr17|rs8079321	rs8079321	17760789.0	1.1908e-10	2.0688069769712464e-06	-0.0364373	-0.0377	0.0013736862099999999	DIRECTION_CONCORDANT	2	CONDITIONAL	FINNISH_LD_REQUIRED	FINNISH_LD_SENSITIVITY_REQUIRED
TIER C2	CAT-T2D	False	17	17299591	18446092	0.0002213939581042	0.0008228868786915	CAT-T2D|chr17|rs75035298	rs75035298	17473014.0	2.71988e-06	0.0079444378842691	0.0444686	0.0601	0.00267256286	DIRECTION_CONCORDANT	2	CONDITIONAL	FINNISH_LD_REQUIRED	FINNISH_LD_SENSITIVITY_REQUIRED
TIER C2	CAT-T2D	False	17	46828412	48027295	0.0002228325466513	0.0314731563032679	CAT-T2D|chr17|rs1057902	rs1057902	47005588.0	1.12334e-07	0.0006022075263406	0.019363	0.0462	0.0008945705999999999	DIRECTION_CONCORDANT	1	CONDITIONAL	FINNISH_LD_REQUIRED	FINNISH_LD_SENSITIVITY_REQUIRED
TIER L	AMD-PD	False	2	68871710	70753882	-0.0005998845136309	0.0237098987773341	NA	NA							NO_INDEPENDENT_PLACO_LOCUS	0	NOT_APPLICABLE	NOT_APPLICABLE	NO
TIER L	CAT-CAD	False	7	98152191	100555361	0.0001082123379972	0.0314731563032679	NA	NA							NO_INDEPENDENT_PLACO_LOCUS	0	NOT_APPLICABLE	NOT_APPLICABLE	NO
TIER L	POAG-CKD	True	1	154547292	156334116	0.0003302425462261	0.0472529339623195	NA	NA							NO_INDEPENDENT_PLACO_LOCUS	0	NOT_APPLICABLE	NOT_APPLICABLE	NO
TIER L	POAG-CKD	True	7	77102731	77953248	-0.0002961934225466	0.0381681840396337	NA	NA							NO_INDEPENDENT_PLACO_LOCUS	0	NOT_APPLICABLE	NOT_APPLICABLE	NO
TIER L	POAG-T2D	False	5	111963025	112396750	-0.0001424130227632	0.041177653681305	NA	NA							NO_INDEPENDENT_PLACO_LOCUS	0	NOT_APPLICABLE	NOT_APPLICABLE	NO
