ocular_trait	systemic_trait	pair	region_id	chr	start	end	rho	var	SE_rho	Z_rho	P_rho	q_atlas	q_pair	bonferroni_p_atlas	h2_ocular	h2_systemic	local_corr	m	direction	input_status	numerical_status
AMD	CAD	AMD-CAD	1:9067673-9959051	1	9067673	9959051	-1.3817771910130504e-05	5.1345987314947004e-09	7.16561144041086e-05	-0.19283451279822988	0.8470885734272666	0.9999817917056351	0.999441666254357	1.0	2.74452121578126e-05	3.473701742864796e-05	-0.447515889588881	319	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:9959748-11774956	1	9959748	11774956	8.052710952184267e-06	8.294515745180734e-09	9.107423205924239e-05	0.08841920233756242	0.929543499809238	0.9999817917056351	0.999441666254357	1.0	0.0001627070122407	7.100455979020498e-06	0.2369167987860682	582	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:11776196-12147753	1	11776196	12147753	8.040860530385911e-05	3.086295761783981e-09	5.555443962262585e-05	1.4473839687712522	0.1477894131721879	0.9999817917056351	0.999441666254357	1.0	0.0008667712103387	1.028882227545568e-05	0.8514662879052831	192	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:12150385-14625524	1	12150385	14625524	-9.297259819260884e-06	1.0876597095863549e-08	0.00010429092528050343	-0.08914735193167331	0.928964805772588	0.9999817917056351	0.999441666254357	1.0	-0.0003164619131576	6.136427412295759e-06	nan	729	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:14626896-15423481	1	14626896	15423481	-1.2518874583127832e-05	6.579502205012453e-09	8.111413073572602e-05	-0.1543365437017992	0.8773443847843236	0.9999817917056351	0.999441666254357	1.0	-8.987815575824549e-05	1.6619593621362594e-05	nan	421	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:15424441-17123862	1	15424441	17123862	0.0001990087046746	7.858095002661277e-09	8.86458967051565e-05	2.2449849578093755	0.0247690982390042	0.9999817917056351	0.999441666254357	1.0	0.0004651042677655	7.794367287205485e-05	1.045217030113651	613	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:17176635-17872659	1	17176635	17872659	-2.898379955387396e-05	4.308461527994593e-09	6.563887208045697e-05	-0.4415645582444959	0.6588043354995938	0.9999817917056351	0.999441666254357	1.0	-0.0001284815212508	5.477518668679271e-06	nan	333	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:17874843-18484945	1	17874843	18484945	6.189440199816628e-05	4.811386546568982e-09	6.936415894804018e-05	0.8923109994677598	0.3722262601748023	0.9999817917056351	0.999441666254357	1.0	-7.814809569083298e-05	2.5098293741550936e-05	nan	341	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:20023833-20763899	1	20023833	20763899	0.0001054765985801	6.052131705938262e-09	7.779544784843302e-05	1.3558196719375857	0.1751565506247172	0.9999817917056351	0.999441666254357	1.0	0.0004686326158059	5.2619600342826726e-05	0.671685677659388	370	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:18486272-20022063	1	18486272	20022063	-9.46142802993849e-06	1.1612097527205724e-08	0.00010775944286792561	-0.08780138220958329	0.9300345391654572	0.9999817917056351	0.999441666254357	1.0	0.0001377220535474	1.5695170072106874e-05	-0.2035035231164116	796	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:22636103-23082667	1	22636103	23082667	-6.770274892660367e-05	3.034352844011369e-09	5.5084960234272375e-05	-1.2290605028789845	0.219049122425579	0.9999817917056351	0.999441666254357	1.0	0.0002598642732156	3.3310489904851004e-06	-2.301137155165013	207	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:20765245-22634131	1	20765245	22634131	0.0002411856324001	1.1423271509872815e-08	0.000106879705790542	2.2566083113361546	0.024032560570906	0.9999817917056351	0.999441666254357	1.0	0.000644899516812	5.17523059013318e-05	1.3202025116048006	797	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:23085227-24527501	1	23085227	24527501	3.980931328002786e-05	6.3802943989738215e-09	7.987674504493671e-05	0.49838427013559594	0.6182132215536724	0.9999817917056351	0.999441666254357	1.0	0.0009333305183928	9.387737646031512e-06	0.4252912822664841	489	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:24528210-25305673	1	24528210	25305673	9.67461476082006e-06	4.078051213685562e-09	6.385962115206731e-05	0.15149815464426486	0.8795827664177096	0.9999817917056351	0.999441666254357	1.0	0.0001424266755809	4.775571681767346e-05	0.1173073780057213	317	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:25305783-26976424	1	25305783	26976424	9.549129828546574e-05	1.128822195163345e-08	0.00010624604440464337	0.8987750915392423	0.3687724701212712	0.9999817917056351	0.999441666254357	1.0	0.0002410999716017	4.237223990733673e-05	0.9447665470944784	610	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:26981479-28160199	1	26981479	28160199	0.0001328642039126	2.526372520323152e-09	5.026303333786325e-05	2.643378146708729	0.0082083305076578	0.9448454067968103	0.6993742597136157	1.0	0.0008384574174303	2.157717834917326e-05	0.9878025853657164	204	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:28168872-29181525	1	28168872	29181525	2.778581196056984e-05	2.983615100164268e-09	5.4622477975319534e-05	0.5086882358783595	0.6109707696423599	0.9999817917056351	0.999441666254357	1.0	-9.280277254636685e-06	4.728420448593302e-06	nan	244	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:29184254-30792409	1	29184254	30792409	-3.402466234348084e-05	9.909472661996525e-09	9.954633424690497e-05	-0.34179724045979837	0.7325034864507827	0.9999817917056351	0.999441666254357	1.0	0.0002128721615396	1.1081908512107976e-05	-0.7005305971062391	733	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:30792984-32042421	1	30792984	32042421	-5.232216429506947e-05	7.628731584402784e-09	8.734261035945046e-05	-0.5990451176091764	0.5491427983497899	0.9999817917056351	0.999441666254357	1.0	0.0003772854785722	9.830674894390196e-06	-0.8591302053576546	610	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:32042540-34016219	1	32042540	34016219	0.000107608775457	5.909918165173466e-09	7.68759921248075e-05	1.3997708840270715	0.1615819393796711	0.9999817917056351	0.999441666254357	1.0	-7.266466066385809e-05	4.6305842832657e-05	nan	487	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:34017349-34797348	1	34017349	34797348	2.741800522667681e-05	5.9931698633041305e-09	7.74155660271507e-05	0.3541665666703378	0.7232140577295114	0.9999817917056351	0.999441666254357	1.0	0.0002607503702763	4.866745954919582e-06	0.7696690972524151	441	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:34798014-35364965	1	34798014	35364965	6.754857631260572e-05	4.042897035905272e-09	6.35837796604234e-05	1.0623554729422626	0.288074339857865	0.9999817917056351	0.999441666254357	1.0	-7.39934000591097e-06	2.2830274471583906e-05	nan	274	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:35366056-38196841	1	35366056	38196841	-9.855293696521592e-05	9.779720183285293e-09	9.889246777831612e-05	-0.9965666665952626	0.3189748924974747	0.9999817917056351	0.999441666254357	1.0	0.0005472779064065	2.266986267008671e-05	-0.8847919618854595	757	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:38459210-39535259	1	38459210	39535259	-3.239525890980602e-05	6.440357263527994e-09	8.025183651187052e-05	-0.4036700008106886	0.6864554025215395	0.9999817917056351	0.999441666254357	1.0	0.0006759192595424	3.261669197885163e-05	-0.2181795734946658	434	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:39537291-40933221	1	39537291	40933221	-1.0543288240550564e-05	6.0805426026828575e-09	7.797783404713713e-05	-0.1352087855399678	0.8924468010262838	0.9999817917056351	0.999441666254357	1.0	1.4062254294979083e-05	5.468446061921647e-05	-0.3802039633312361	445	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:40934284-42166782	1	40934284	42166782	6.173720140562668e-05	6.447218711261007e-09	8.029457460663831e-05	0.7688838468610878	0.4419622674755743	0.9999817917056351	0.999441666254357	1.0	-7.26886354678094e-06	4.0812613101936734e-05	nan	487	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:42168539-43365094	1	42168539	43365094	2.066823473349256e-05	4.603463872217534e-09	6.784883103058986e-05	0.3046218250123458	0.760654195619239	0.9999817917056351	0.999441666254357	1.0	-0.0001992687680789	6.954091322618009e-05	nan	396	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:43365565-44482312	1	43365565	44482312	-4.691330178723632e-05	5.679737961282056e-09	7.536403625922683e-05	-0.6224892417634109	0.5336202156851544	0.9999817917056351	0.999441666254357	1.0	-5.481701141815989e-05	4.98845025042731e-05	nan	463	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:46897698-47999344	1	46897698	47999344	-6.647986459566326e-05	4.610217876638401e-09	6.789858523296638e-05	-0.9791052989920872	0.3275279536701033	0.9999817917056351	0.999441666254357	1.0	-1.7193953371480092e-05	2.7249834424001103e-05	nan	385	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:44483704-46895641	1	44483704	46895641	-1.5914487727454202e-05	9.627820107294754e-09	9.81214558967342e-05	-0.16219172027169124	0.8711548797389267	0.9999817917056351	0.999441666254357	1.0	-0.0001684085509947	1.96109967713282e-05	nan	763	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:50641944-53116453	1	50641944	53116453	-9.659070470194808e-06	5.563270959454047e-09	7.458733779572808e-05	-0.12950013709629976	0.8969619164784057	0.9999817917056351	0.999441666254357	1.0	0.0001247925419754	3.018448960449696e-06	-0.4976787535538677	444	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:48000156-50640662	1	48000156	50640662	7.420824885605666e-05	1.0671646929916194e-08	0.00010330366368099533	0.7183506006642112	0.4725411376762465	0.9999817917056351	0.999441666254357	1.0	0.0001337347849049	1.876985791753449e-05	1.4811515555614887	789	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:53117066-54197141	1	53117066	54197141	-2.2802447543782263e-05	5.474611072021853e-09	7.399061475634497e-05	-0.30818026879316973	0.757945165509944	0.9999817917056351	0.999441666254357	1.0	2.523486056237977e-05	1.899520256104304e-05	-1.0414994527305086	419	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:54197688-55012825	1	54197688	55012825	7.902398220982961e-06	4.277054862021312e-09	6.539919618788377e-05	0.12083326220524718	0.9038231036936936	0.9999817917056351	0.999441666254357	1.0	-0.0001194467749706	-8.113013174663319e-06	nan	295	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:55012881-55479198	1	55012881	55479198	-3.719876005452197e-05	3.577710602415866e-09	5.98139666166345e-05	-0.6219075938056389	0.5340026315180484	0.9999817917056351	0.999441666254357	1.0	-0.0001166289626479	6.4623900116071e-06	nan	250	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:55479967-56413577	1	55479967	56413577	-3.1909813213238653e-05	1.0925493194707906e-08	0.0001045250840454477	-0.3052837843150091	0.7601500250701059	0.9999817917056351	0.999441666254357	1.0	-0.0001336165288367	7.426215122899226e-05	nan	485	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:56414730-57585670	1	56414730	57585670	-9.679678777903484e-05	1.0575896826850397e-08	0.00010283917943493324	-0.9412442642084532	0.3465796978351581	0.9999817917056351	0.999441666254357	1.0	0.0001200375265892	0.0002712535049966	-0.5364320864020378	599	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:57585980-58535140	1	57585980	58535140	-1.4041460517088012e-05	6.944353774282868e-09	8.333278931058812e-05	-0.1684986262100785	0.8661910243455023	0.9999817917056351	0.999441666254357	1.0	0.000524057420373	4.445941632681931e-06	-0.2908981553533547	556	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:58536417-59306823	1	58536417	59306823	-2.060582443906193e-05	5.228540463569194e-09	7.230864722541278e-05	-0.28497040436707327	0.7756668161128617	0.9999817917056351	0.999441666254357	1.0	-0.000194592986128	-9.39478328657772e-06	nan	412	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:59307290-59736866	1	59307290	59736866	-2.541515900979589e-05	5.609084778966571e-09	7.489382336993198e-05	-0.33934919952290016	0.7343466832493435	0.9999817917056351	0.999441666254357	1.0	-8.806680994449401e-05	0.0001582843761849	nan	187	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:59739179-61257170	1	59739179	61257170	-1.6703723598461754e-05	7.0017313371511215e-09	8.367634873219028e-05	-0.19962299803404107	0.841775439959711	0.9999817917056351	0.999441666254357	1.0	8.345514912780642e-05	8.718626560252107e-06	-0.6192452559399055	537	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:61258378-62107806	1	61258378	62107806	-2.7931107823143643e-05	5.8751014963687315e-09	7.664921067022629e-05	-0.36440176720558504	0.7155580160241543	0.9999817917056351	0.999441666254357	1.0	-0.0001815484149424	2.7087060735090413e-06	nan	381	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:62108681-63376404	1	62108681	63376404	2.9557124327928688e-05	7.1788279511660995e-09	8.47279643988105e-05	0.3488473320190334	0.7272039270429531	0.9999817917056351	0.999441666254357	1.0	0.0002784102840145	1.824891775636469e-05	0.4146684417694075	518	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:63379031-65008206	1	63379031	65008206	-0.000111263663188	1.0663315709757177e-08	0.00010326333187418066	-1.0774750452906865	0.2812680934395739	0.9999817917056351	0.999441666254357	1.0	-2.269425183452804e-05	-2.233635198748235e-07	nan	796	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:65010679-66773349	1	65010679	66773349	-4.622641132789072e-06	8.744953718549608e-09	9.351445727025104e-05	-0.04943236872379982	0.9605747331729644	0.9999817917056351	0.999441666254357	1.0	-0.0003404260652828	5.536359317867977e-05	nan	698	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:66774350-67760291	1	66774350	67760291	-3.949806412387339e-05	6.465346480590393e-09	8.04073782720864e-05	-0.49122437483557685	0.6232677609682549	0.9999817917056351	0.999441666254357	1.0	0.0003773747735578	1.2256923690725008e-05	-0.5807625944207468	536	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:69441920-70486660	1	69441920	70486660	-5.1399076785162816e-05	4.261222561778965e-09	6.527804042539087e-05	-0.7873869443723434	0.4310553870283299	0.9999817917056351	0.999441666254357	1.0	-0.0001333469587347	1.1623702996025029e-05	nan	328	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:67761365-69441414	1	67761365	69441414	-3.776638098076446e-05	9.706700710431465e-09	9.852258984837673e-05	-0.3833271236463208	0.7014772306101873	0.9999817917056351	0.999441666254357	1.0	0.0004305914542072	2.6748267706892684e-05	-0.3519045127721456	723	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:70490925-71818029	1	70490925	71818029	4.438696389003806e-05	6.420883468735853e-09	8.01304153785306e-05	0.5539340296734653	0.5796239949979238	0.9999817917056351	0.999441666254357	1.0	-0.0001854233445817	6.146060072096308e-06	nan	501	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:71822765-74326378	1	71822765	74326378	-9.909310757524786e-06	7.735611937268398e-09	8.795232763985499e-05	-0.11266683922341643	0.910294692275362	0.9999817917056351	0.999441666254357	1.0	0.0004201281567905	2.8857443180466943e-05	-0.0899960874820643	643	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:74326484-75992462	1	74326484	75992462	5.328383499364231e-05	6.449599679491461e-09	8.030939969574832e-05	0.6634819236043078	0.5070219528368123	0.9999817917056351	0.999441666254357	1.0	0.0004494830174759	-5.477871350089349e-06	nan	561	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:75992778-76476360	1	75992778	76476360	3.343853223867033e-05	2.0466260458799788e-09	4.5239651257276275e-05	0.739142131059026	0.459820696012061	0.9999817917056351	0.999441666254357	1.0	0.000153167414644	4.849137036005638e-06	1.2269639042435323	183	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:76477207-77139859	1	76477207	77139859	-7.814329961489182e-06	5.051910818768737e-09	7.107679522016125e-05	-0.10994206952190512	0.9124553180979134	0.9999817917056351	0.999441666254357	1.0	7.946675861872436e-06	-2.634075452094302e-06	nan	372	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:77141039-79111862	1	77141039	79111862	-4.91122991875075e-05	9.100357590830635e-09	9.539579440850961e-05	-0.5148266702114336	0.606674146673031	0.9999817917056351	0.999441666254357	1.0	2.3614352827062588e-05	2.5460551578078174e-05	-2.002941837261831	684	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:79113455-80341320	1	79113455	80341320	-6.658628261061136e-05	5.8998023030331255e-09	7.681017057026449e-05	-0.866894085981745	0.3860000441959399	0.9999817917056351	0.999441666254357	1.0	0.00030340306992	7.313142603948229e-06	-1.4135877184050312	482	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:80341732-81056946	1	80341732	81056946	1.24668122126292e-05	2.982339032992586e-09	5.4610795938098044e-05	0.22828475576075605	0.8194248748396739	0.9999817917056351	0.999441666254357	1.0	-4.8102029475593645e-05	4.150248140544967e-06	nan	240	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:82884721-83990906	1	82884721	83990906	-2.8887670586697044e-06	5.561058800641984e-09	7.45725070025273e-05	-0.038737695362337794	0.96909951939928	0.9999817917056351	0.999441666254357	1.0	-4.1885140194422426e-05	8.605780554341744e-06	nan	441	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:81058295-82883310	1	81058295	82883310	4.700911175537238e-05	1.1651036666465269e-08	0.00010793996788245432	0.43551163371259194	0.6631910964598555	0.9999817917056351	0.999441666254357	1.0	0.0009336415017093	2.6659036384739185e-05	0.2979680832535062	837	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:83991748-84728665	1	83991748	84728665	1.8447869097576728e-06	3.962056598486962e-09	6.294486951679987e-05	0.02930797893329976	0.9766189633686576	0.9999817917056351	0.999441666254357	1.0	-7.547747625207067e-05	1.2161139534633648e-05	nan	328	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:84729134-85940249	1	84729134	85940249	2.2398634517724656e-05	8.005367781001892e-09	8.947272087626425e-05	0.2503403752379534	0.8023241353337736	0.9999817917056351	0.999441666254357	1.0	0.0003307658030095	-1.3413509895402216e-05	nan	594	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:85940875-86549498	1	85940875	86549498	-5.4442754160944426e-05	3.314735245659488e-09	5.757373746474592e-05	-0.9456178556113595	0.3443435336509275	0.9999817917056351	0.999441666254357	1.0	0.0001508163933073	2.5085388816638986e-06	-2.7990160804013864	268	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:86549569-87652502	1	86549569	87652502	-5.118064104251964e-05	5.743915452972218e-09	7.578862350625071e-05	-0.6753077002156991	0.4994802927243864	0.9999817917056351	0.999441666254357	1.0	-5.507294047720336e-05	2.891128017184814e-06	nan	416	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:87654606-89447978	1	87654606	89447978	0.0003066892424659	8.676989587548876e-09	9.315036010423619e-05	3.2924107016087936	0.0009933243702851	0.36021633668621966	0.2922213295844627	1.0	0.0006242065315383	9.554200433519688e-05	1.2558483938217266	633	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:91867046-93351477	1	91867046	93351477	1.9951561469683348e-06	7.177339759119597e-09	8.471918176611243e-05	0.023550229185126465	0.9812113724829714	0.9999817917056351	0.999441666254357	1.0	-0.0001204291524277	3.70423870809292e-05	nan	560	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:89451664-91866856	1	89451664	91866856	7.507694991556626e-06	1.1430773018554929e-08	0.00010691479326339704	0.07022129269857488	0.944017527034259	0.9999817917056351	0.999441666254357	1.0	0.0005263481034486	3.5892348957120904e-05	0.0546221950434415	883	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:93352491-94451007	1	93352491	94451007	9.479085193518015e-06	3.7036312144239565e-09	6.085746638189891e-05	0.1557587878212659	0.876223156613335	0.9999817917056351	0.999441666254357	1.0	-0.0001726422509432	1.2029762534463018e-05	nan	318	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:94452062-95199048	1	94452062	95199048	3.570434034469336e-05	5.3853302715419836e-09	7.338480954217967e-05	0.48653584532601996	0.6265872971378244	0.9999817917056351	0.999441666254357	1.0	0.0003993753491076	3.6030144185033655e-06	0.9412335218044646	405	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:95199771-96149941	1	95199771	96149941	3.202723186177553e-05	5.572077269528504e-09	7.464634799860274e-05	0.42905289703355654	0.6678847298552344	0.9999817917056351	0.999441666254357	1.0	0.0002680512199428	7.213789414841696e-06	0.7283309739383513	435	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:96150318-97457893	1	96150318	97457893	-3.432145708650758e-05	5.6103567880360185e-09	7.490231497114103e-05	-0.4582162393743268	0.6467970939873758	0.9999817917056351	0.999441666254357	1.0	-9.239890576250804e-05	2.75139799357246e-05	nan	466	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:97458722-98562260	1	97458722	98562260	-4.082564444363716e-07	5.952590249080041e-09	7.715303136675864e-05	-0.00529151528078868	0.99577800135697	0.9999817917056351	0.999441666254357	1.0	-7.67269492637523e-05	6.155078395373832e-05	nan	518	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:98564736-100064599	1	98564736	100064599	6.315807862555276e-05	7.396391799284521e-09	8.60022778726501e-05	0.7343768117290518	0.4627191152732346	0.9999817917056351	0.999441666254357	1.0	-0.0001690994599208	-7.983898521609617e-06	nan	575	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:100065413-101682573	1	100065413	101682573	4.996107468365313e-05	7.548199553987984e-09	8.688037496459131e-05	0.5750559283844608	0.5652534726816303	0.9999817917056351	0.999441666254357	1.0	2.734819716215919e-05	1.983991294460652e-05	2.1448530335757168	614	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:101683165-102039858	1	101683165	102039858	-1.900906363524624e-05	2.9453324777768724e-09	5.42709174215516e-05	-0.3502624340692926	0.7261417549935336	0.9999817917056351	0.999441666254357	1.0	-6.489185431977168e-05	5.013054231364896e-06	nan	222	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:102040268-102893372	1	102040268	102893372	-1.616741285896593e-05	4.232507027146307e-09	6.50577207343318e-05	-0.24850875002195053	0.8037408008454071	0.9999817917056351	0.999441666254357	1.0	0.0003222579461587	-1.0636954193475287e-05	nan	341	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:102894567-104369301	1	102894567	104369301	-3.100770528054531e-05	3.6991834124064542e-09	6.0820912623919534e-05	-0.5098197962315788	0.6101777154290071	0.9999817917056351	0.999441666254357	1.0	0.0002404893187079	2.582618896745685e-06	-1.2442039315682132	287	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:104373157-105192916	1	104373157	105192916	1.7934064628625437e-05	3.553510834087748e-09	5.9611331423545206e-05	0.3008499256827849	0.7635289357455404	0.9999817917056351	0.999441666254357	1.0	-7.179746760238084e-05	6.485895329242724e-07	nan	270	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:105193022-106641877	1	105193022	106641877	2.835093528011824e-07	4.9143011855734385e-09	7.010207689914357e-05	0.004044236138810404	0.996773175220846	0.9999817917056351	0.999441666254357	1.0	-0.0001189858785325	-3.910461803263006e-06	nan	398	POSITIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:106642705-107432265	1	106642705	107432265	-4.717722996689087e-05	3.5922318731965927e-09	5.993523065106693e-05	-0.7871368718266716	0.4312017469856946	0.9999817917056351	0.999441666254357	1.0	0.0001993027042183	9.20735753346766e-06	-1.1013068435255031	291	NEGATIVE	PASS	PASS
AMD	CAD	AMD-CAD	1:107432576-109075191	1	107432576	109075191	0.0001463541405122	9.398674219476211e-09	9.694675971622884e-05	1.5096341635407995	0.1311367989536657	0.9999817917056351	0.999441666254357	1.0	0.0004947413828926	1.8417465002815147e-05	1.533207615063893	692	POSITIVE	PASS	PASS
