tier	pair	hidden_mixed_pair	chr	start	end	SUPERGNOVA_rho	SUPERGNOVA_P	SUPERGNOVA_q	PLACO_lead_SNP	PLACO_P	PLACO_q	PLACO_level	beta1	beta2	effect_product	directional_convergence	fine_mapping_ready	CAT_Finnish_LD_flag
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs2527886	3.59828444471546e-05	0.04860576128303545	LEVEL_C_ATLAS_FDR	-0.0748599	0.01516573	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs6962405	2.6630893425173e-05	0.03963994325827633	LEVEL_C_ATLAS_FDR	0.063049	-0.01825591	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs2527923	7.53593005450843e-07	0.0028704588294673553	LEVEL_C_ATLAS_FDR	-0.070329	0.02135601	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs11771331	1.57006954336673e-05	0.027483747958078713	LEVEL_C_ATLAS_FDR	0.0622708	-0.02143583	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs7788746	2.46290878225429e-05	0.03758209114003038	LEVEL_C_ATLAS_FDR	0.0625392	-0.02088475	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs4729566	1.84659895867942e-05	0.03080926970750354	LEVEL_C_ATLAS_FDR	0.062115	-0.0223361	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs1133790	3.07308593618217e-07	0.001360959744815398	LEVEL_C_ATLAS_FDR	0.0852516	-0.0223236	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs2070215	3.13941056809663e-05	0.044359792094340766	LEVEL_C_ATLAS_FDR	-0.0514174	0.0266189	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs4134903	3.56438670734577e-05	0.048285165396435896	LEVEL_C_ATLAS_FDR	-0.0518131	0.02576406	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs35146811	8.22096514240489e-06	0.01741827765670239	LEVEL_C_ATLAS_FDR	-0.0575914	0.02754111	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs1880949	1.10242528306467e-05	0.02142297534444316	LEVEL_C_ATLAS_FDR	-0.0587039	0.02608756	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs11771139	1.43896310675146e-05	0.025838730493390007	LEVEL_C_ATLAS_FDR	-0.0588564	0.02537321	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs11762932	2.81756117989457e-05	0.041204216016979114	LEVEL_C_ATLAS_FDR	0.120738	-0.013458	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs7789890	2.06605345365091e-05	0.033326929412556563	LEVEL_C_ATLAS_FDR	0.126503	-0.01348314	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs11761253	8.96602934872165e-06	0.01853633909928514	LEVEL_C_ATLAS_FDR	0.136982	-0.0145892	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs6946768	7.27450569062861e-06	0.01598571980775958	LEVEL_C_ATLAS_FDR	0.141507	-0.01456186	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs6955367	3.2614569627778e-05	0.04548103921806131	LEVEL_C_ATLAS_FDR	0.137724	-0.01312939	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs11769057	1.44694975565139e-05	0.025943223163969697	LEVEL_C_ATLAS_FDR	0.138954	-0.01375582	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs11765869	1.33157559491866e-05	0.024468632743163406	LEVEL_C_ATLAS_FDR	0.142452	-0.01364343	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs705866	9.74764019090709e-06	0.019693135060184577	LEVEL_C_ATLAS_FDR	0.142593	-0.01406157	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs6948685	1.32717847498464e-05	0.024416268688472773	LEVEL_C_ATLAS_FDR	0.139756	-0.01379681	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs6965458	1.00525411180931e-05	0.02011181264556365	LEVEL_C_ATLAS_FDR	0.142008	-0.01404479	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs6945952	1.28021232624073e-05	0.023839032822231127	LEVEL_C_ATLAS_FDR	0.138063	-0.01400772	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	7	98152191	100555361	-0.0003931385560226	4.688711944586995e-07	0.0019213403806528	rs10085549	6.43209764133593e-06	0.014715859344079214	LEVEL_C_ATLAS_FDR	0.136353	-0.01505605	NEGATIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs8047814	1.18336720376425e-08	9.429908777188866e-05	LEVEL_B_PAIRWISE_GWAS	-0.081123	-0.02958076	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs9928736	3.22024201224242e-10	4.8748391528734045e-06	LEVEL_A_ATLAS_STRINGENT	-0.0977077	-0.03431613	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs9927309	1.95202748735883e-11	4.7516258572821565e-07	LEVEL_A_ATLAS_STRINGENT	-0.151169	-0.04319028	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs7202877	4.12430655751404e-16	6.916022967885695e-11	LEVEL_A_ATLAS_STRINGENT	-0.198139	-0.05863281	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs8056814	1.71319929759089e-14	1.4311207345083462e-09	LEVEL_A_ATLAS_STRINGENT	-0.220155	-0.05557153	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs4243110	6.83370155926812e-06	0.015315687698866282	LEVEL_C_ATLAS_FDR	0.0567636	0.02221862	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs11864719	2.68721634214927e-05	0.03986916749609775	LEVEL_C_ATLAS_FDR	0.0656762	0.01698407	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs8062565	1.33793563104167e-06	0.004570614594261058	LEVEL_C_ATLAS_FDR	0.06688	0.02196428	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs3743614	4.83446330750407e-15	4.95021889832554e-10	LEVEL_A_ATLAS_STRINGENT	-0.184708	-0.0576344	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs1862737	1.33479640107766e-06	0.004561686216018688	LEVEL_C_ATLAS_FDR	0.0668352	0.02161892	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs4493083	3.62938047516869e-06	0.009790328856262909	LEVEL_C_ATLAS_FDR	0.0675629	0.01981492	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs13337397	1.56711893914056e-14	1.341282353853926e-09	LEVEL_A_ATLAS_STRINGENT	-0.187666	-0.05693088	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs999675	4.73586016419344e-09	4.4574224055854874e-05	LEVEL_B_PAIRWISE_GWAS	0.0636716	0.03829592	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs6564245	6.17281386195626e-14	3.853756083467835e-09	LEVEL_A_ATLAS_STRINGENT	0.14228	0.04921109	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs10781976	1.4109128271033e-09	1.6062701586392362e-05	LEVEL_A_ATLAS_STRINGENT	0.0542339	0.04247323	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs1559339	1.00200078680433e-09	1.1927690913344552e-05	LEVEL_A_ATLAS_STRINGENT	0.0543672	0.04311741	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs4243111	8.17558788398323e-10	1.0038947026035404e-05	LEVEL_A_ATLAS_STRINGENT	0.0554518	0.04404985	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs11640018	2.54348660198702e-05	0.03842105216293993	LEVEL_C_ATLAS_FDR	0.0395168	0.03012025	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs4888378	1.17188849410698e-08	9.357772522047223e-05	LEVEL_B_PAIRWISE_GWAS	0.0476936	0.04469361	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs3743607	1.95450469203592e-05	0.03205186030166036	LEVEL_C_ATLAS_FDR	0.0413953	0.03101614	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs10871308	4.20652667318156e-10	6.061256749496458e-06	LEVEL_A_ATLAS_STRINGENT	0.0836903	0.04201023	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs10781977	2.09796734603037e-10	3.3559449185867745e-06	LEVEL_A_ATLAS_STRINGENT	0.07763	0.04707534	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs4888380	4.17239659611227e-09	4.0387886847653065e-05	LEVEL_B_PAIRWISE_GWAS	0.0503826	0.04321421	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs1017239	3.56969009428952e-10	5.311187199622338e-06	LEVEL_A_ATLAS_STRINGENT	0.0800998	0.04614902	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs8046109	9.14979438671041e-10	1.103177774275784e-05	LEVEL_A_ATLAS_STRINGENT	0.0556722	0.04235108	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs8050662	1.23459619766587e-12	4.735351148744044e-08	LEVEL_A_ATLAS_STRINGENT	0.133908	0.04842966	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs8053632	1.92150829941048e-12	6.890373135393962e-08	LEVEL_A_ATLAS_STRINGENT	0.13533	0.04763242	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs3851734	1.80547483479558e-09	1.9908225413301905e-05	LEVEL_A_ATLAS_STRINGENT	0.0530479	0.04327552	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs9934007	1.8412516733025e-10	3.013341270304936e-06	LEVEL_A_ATLAS_STRINGENT	0.0748513	0.04819688	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs2059257	2.78811996144791e-13	1.3708268061375578e-08	LEVEL_A_ATLAS_STRINGENT	0.135706	0.04921898	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs8048816	1.35316790952478e-12	5.144660800917817e-08	LEVEL_A_ATLAS_STRINGENT	0.100862	0.04763132	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs766522	1.60578977858489e-13	8.781192057984531e-09	LEVEL_A_ATLAS_STRINGENT	0.101864	0.04942991	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs4638613	3.27069402511055e-09	3.279356923993465e-05	LEVEL_B_PAIRWISE_GWAS	0.0512114	0.04334466	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs166013	2.52102792529204e-06	0.0075212346214828035	LEVEL_C_ATLAS_FDR	-0.0413893	-0.03806288	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs247427	6.52663772240786e-13	2.719695852609292e-08	LEVEL_A_ATLAS_STRINGENT	-0.135436	-0.04947544	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs12917651	7.05533834597352e-09	6.173500374151138e-05	LEVEL_B_PAIRWISE_GWAS	0.0482597	0.04586234	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs4888422	8.17601665765413e-09	6.940655532194332e-05	LEVEL_B_PAIRWISE_GWAS	0.04882	0.04424474	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs2242405	3.16924906254614e-13	1.527916805658147e-08	LEVEL_A_ATLAS_STRINGENT	0.101974	0.04914867	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs12933281	1.89577401088658e-08	0.0001424362146116789	LEVEL_B_PAIRWISE_GWAS	0.0459143	0.04417991	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs247447	4.23429255198815e-12	1.296115307228191e-07	LEVEL_A_ATLAS_STRINGENT	-0.129583	-0.04823103	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs8046416	1.8935621077907e-12	6.814670340153102e-08	LEVEL_A_ATLAS_STRINGENT	0.103864	0.04683356	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs6564261	8.15390030312966e-09	6.923574083574966e-05	LEVEL_B_PAIRWISE_GWAS	0.0559857	0.04074715	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs8057084	1.02781833829218e-08	8.371027147354133e-05	LEVEL_B_PAIRWISE_GWAS	0.0552625	0.03953003	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs1424013	1.0475183342855e-08	8.503540218462267e-05	LEVEL_B_PAIRWISE_GWAS	0.0546665	0.04110377	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs37602	1.2739543262706e-10	2.194868184178001e-06	LEVEL_A_ATLAS_STRINGENT	-0.119736	-0.04686821	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs977987	6.70145907490095e-08	0.00039364572496017694	LEVEL_C_ATLAS_FDR	0.0534205	0.03557824	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
TIER 2	AMD-CAD	True	16	74730819	75517115	0.000652618425972	1.602331983473928e-06	0.0044438131494795	rs4888432	3.65010341254713e-06	0.009830186983078483	LEVEL_C_ATLAS_FDR	0.0443987	0.03052072	POSITIVE_EFFECT_PRODUCT	DIRECTION_CONCORDANT	CONDITIONAL	NO
